job,out_file,err_file,failed,error_type,out_preview,err_preview
planned_T100_5799909,planned_T100_5799909.out,planned_T100_5799909.err,True,NullPointerException,"Running T100 on lm4-w008 at Thu Feb 19 13:01:35 CET 2026
Game: Talyn Buga
Variant: AG0 | Random | Implicit Minimax | Robust
Meta: moveTime=0.2, gamesPerMatchup=10, maxMoves=1000
Estimated: cpus=4, mem","MCTS error in game: Talyn Buga
java.lang.NullPointerException: Cannot invoke ""policies.Policy.computeDistribution(other.context.Context, main.collections.FastArrayList, boolean)"" because the return va"
planned_T1010_5800819,planned_T1010_5800819.out,planned_T1010_5800819.err,True,NullPointerException,"Running T1010 on lm4-w035 at Thu Feb 19 13:39:42 CET 2026
Game: Dris at-Talata
Variant: AG0 | MAST | AlphaGo | MaxAvgScore
Meta: moveTime=0.2, gamesPerMatchup=10, maxMoves=1000
Estimated: cpus=4, mem=","MCTS error in game: Dris at-Talata
java.lang.NullPointerException: Cannot invoke ""policies.Policy.computeDistribution(other.context.Context, main.collections.FastArrayList, boolean)"" because the retur"
planned_T1011_5800820,planned_T1011_5800820.out,planned_T1011_5800820.err,False,,"Running T1011 on lm4-w002 at Thu Feb 19 13:39:42 CET 2026
Game: Smasandyutakankarikrida
Variant: Progressive History | NST | AlphaGo | Proportional Exp
Meta: moveTime=0.2, gamesPerMatchup=10, maxMoves",
planned_T1012_5800821,planned_T1012_5800821.out,planned_T1012_5800821.err,True,NullPointerException,"Running T1012 on lm4-w002 at Thu Feb 19 13:39:42 CET 2026
Game: Gonnect
Variant: Progressive Widening | Random | Qualitative | Robust
Meta: moveTime=0.2, gamesPerMatchup=10, maxMoves=1000
Estimated: c","MCTS error in game: Gonnect
java.lang.NullPointerException: Cannot invoke ""metadata.ai.heuristics.Heuristics.computeValue(other.context.Context, int, float)"" because ""heuristics"" is null
	at utils.AIU"
planned_T1013_5800822,planned_T1013_5800822.out,planned_T1013_5800822.err,False,,"Running T1013 on lm4-w022 at Thu Feb 19 12:55:05 CET 2026
Game: Score Four
Variant: McGRAVE | NST | Heuristic | Proportional Exp
Meta: moveTime=0.2, gamesPerMatchup=10, maxMoves=1000
Estimated: cpus=5",
planned_T1014_5800823,planned_T1014_5800823.out,planned_T1014_5800823.err,False,,"Running T1014 on lm4-w002 at Thu Feb 19 13:39:42 CET 2026
Game: Cheng Fang Cheng Long
Variant: Alpha-Beta | Random | Implicit Minimax | Robust
Meta: moveTime=0.2, gamesPerMatchup=10, maxMoves=1000
Est",
planned_T1015_5800824,planned_T1015_5800824.out,planned_T1015_5800824.err,True,NullPointerException,"Running T1015 on lm4-w008 at Thu Feb 19 13:39:42 CET 2026
Game: Andada
Variant: Progressive Bias | MAST | Qualitative | MaxAvgScore
Meta: moveTime=0.2, gamesPerMatchup=10, maxMoves=1000
Estimated: cpu","MCTS error in game: Andada
java.lang.NullPointerException: Cannot invoke ""metadata.ai.heuristics.Heuristics.computeValue(other.context.Context, int, float)"" because ""heuristics"" is null
	at utils.AIUt"
planned_T1016_5800825,planned_T1016_5800825.out,planned_T1016_5800825.err,True,NullPointerException,"Running T1016 on lm4-w008 at Thu Feb 19 13:39:42 CET 2026
Game: Dabuda
Variant: AG0 | NST | Implicit Minimax | Proportional Exp
Meta: moveTime=0.2, gamesPerMatchup=10, maxMoves=1000
Estimated: cpus=4,","MCTS error in game: Dabuda
java.lang.NullPointerException: Cannot invoke ""policies.Policy.computeDistribution(other.context.Context, main.collections.FastArrayList, boolean)"" because the return value "
planned_T1017_5800826,planned_T1017_5800826.out,planned_T1017_5800826.err,False,,"Running T1017 on lm4-w008 at Thu Feb 19 13:39:42 CET 2026
Game: Seven-Fang
Variant: UCB1 | MAST | MonteCarlo | MaxAvgScore
Meta: moveTime=0.2, gamesPerMatchup=10, maxMoves=1000
Estimated: cpus=4, mem=",
planned_T1018_5800827,planned_T1018_5800827.out,planned_T1018_5800827.err,False,,"Running T1018 on lm4-w016 at Thu Feb 19 13:39:42 CET 2026
Game: Demala Diviyan Keliya
Variant: UCB1 | Random | Heuristic | Robust
Meta: moveTime=0.2, gamesPerMatchup=10, maxMoves=1000
Estimated: cpus=",
planned_T1019_5800828,planned_T1019_5800828.out,planned_T1019_5800828.err,True,NullPointerException,"Running T1019 on lm4-w025 at Thu Feb 19 13:40:12 CET 2026
Game: Ako Okwe
Variant: Progressive Bias | NST | MonteCarlo | Proportional Exp
Meta: moveTime=0.2, gamesPerMatchup=10, maxMoves=1000
Estimated","MCTS error in game: Ako Okwe
java.lang.NullPointerException: Cannot invoke ""metadata.ai.heuristics.Heuristics.computeValue(other.context.Context, int, float)"" because ""heuristics"" is null
	at utils.AI"
planned_T101_5799910,planned_T101_5799910.out,planned_T101_5799910.err,False,,"Running T101 on lm4-w008 at Thu Feb 19 13:01:35 CET 2026
Game: Oumoul Kono
Variant: UCB1 | MAST | AlphaGo | MaxAvgScore
Meta: moveTime=0.2, gamesPerMatchup=10, maxMoves=1000
Estimated: cpus=4, mem=7G,",
planned_T1020_5800829,planned_T1020_5800829.out,planned_T1020_5800829.err,False,,"Running T1020 on lm4-w027 at Thu Feb 19 13:40:12 CET 2026
Game: Pentomino
Variant: Implicit Minimax | MAST | AlphaGo | MaxAvgScore
Meta: moveTime=0.2, gamesPerMatchup=10, maxMoves=1000
Estimated: cpus",
planned_T1021_5800830,planned_T1021_5800830.out,planned_T1021_5800830.err,False,,"Running T1021 on lm4-w027 at Thu Feb 19 13:40:12 CET 2026
Game: SnipSnip
Variant: UCB1 GRAVE | Random | AlphaGo | Robust
Meta: moveTime=0.2, gamesPerMatchup=10, maxMoves=1000
Estimated: cpus=4, mem=7G",
planned_T1022_5800831,planned_T1022_5800831.out,planned_T1022_5800831.err,False,,"Running T1022 on lm4-w031 at Thu Feb 19 13:40:12 CET 2026
Game: Yaguarete Kora
Variant: Progressive Widening | NST | Implicit Minimax | Proportional Exp
Meta: moveTime=0.2, gamesPerMatchup=10, maxMove",
planned_T1023_5800832,planned_T1023_5800832.out,planned_T1023_5800832.err,False,,"Running T1023 on lm4-w026 at Thu Feb 19 12:55:05 CET 2026
Game: Abande
Variant: McBRAVE | MAST | Score Bounded | MaxAvgScore
Meta: moveTime=0.2, gamesPerMatchup=10, maxMoves=1000
Estimated: cpus=5, me",
planned_T1024_5800833,planned_T1024_5800833.out,planned_T1024_5800833.err,True,NullPointerException,"Running T1024 on lm4-w026 at Thu Feb 19 12:55:05 CET 2026
Game: Ex Nihilo
Variant: Noisy AG0 | Random | MonteCarlo | Robust
Meta: moveTime=0.2, gamesPerMatchup=10, maxMoves=1000
Estimated: cpus=5, mem","MCTS error in game: Ex Nihilo
java.lang.NullPointerException: Cannot invoke ""policies.Policy.computeDistribution(other.context.Context, main.collections.FastArrayList, boolean)"" because the return val"
planned_T1025_5800834,planned_T1025_5800834.out,planned_T1025_5800834.err,False,,"Running T1025 on lm4-w035 at Thu Feb 19 13:40:12 CET 2026
Game: Dablot Prejjesne
Variant: Progressive History | MAST | Implicit Minimax | MaxAvgScore
Meta: moveTime=0.2, gamesPerMatchup=10, maxMoves=1",
planned_T1026_5800835,planned_T1026_5800835.out,planned_T1026_5800835.err,False,,"Running T1026 on lm4-w008 at Thu Feb 19 13:40:12 CET 2026
Game: Y (Hex)
Variant: Progressive Widening | NST | Score Bounded | Proportional Exp
Meta: moveTime=0.2, gamesPerMatchup=10, maxMoves=1000
Est",
planned_T1027_5800836,planned_T1027_5800836.out,planned_T1027_5800836.err,True,Game exceeded time limit after 556 decisions,"Running T1027 on lm4-w026 at Thu Feb 19 12:55:05 CET 2026
Game: Rithmomachia
Variant: McGRAVE | Random | Score Bounded | Robust
Meta: moveTime=0.2, gamesPerMatchup=10, maxMoves=1000
Estimated: cpus=5,","Game exceeded time limit after 556 decisions
Game exceeded time limit after 549 decisions
Game exceeded time limit after 562 decisions
Game exceeded time limit after 551 decisions
Game exceeded time l"
planned_T1028_5800837,planned_T1028_5800837.out,planned_T1028_5800837.err,True,NullPointerException,"Running T1028 on lm4-w008 at Thu Feb 19 13:40:12 CET 2026
Game: Musinaykahwhanmetowaywin
Variant: ExIt | NST | AlphaGo | Proportional Exp
Meta: moveTime=0.2, gamesPerMatchup=10, maxMoves=1000
Estimate","MCTS error in game: Musinaykahwhanmetowaywin
java.lang.NullPointerException: Cannot invoke ""policies.Policy.computeDistribution(other.context.Context, main.collections.FastArrayList, boolean)"" because"
planned_T1029_5800838,planned_T1029_5800838.out,planned_T1029_5800838.err,False,,"Running T1029 on lm4-w016 at Thu Feb 19 13:40:12 CET 2026
Game: 3D Tic-Tac-Toe
Variant: UCB1 tuned | MAST | Heuristic | MaxAvgScore
Meta: moveTime=0.2, gamesPerMatchup=10, maxMoves=1000
Estimated: cpu",
planned_T102_5799911,planned_T102_5799911.out,planned_T102_5799911.err,True,NullPointerException,"Running T102 on lm4-w016 at Thu Feb 19 13:01:35 CET 2026
Game: Mastermind
Variant: Noisy AG0 | NST | AlphaGo | Proportional Exp
Meta: moveTime=0.2, gamesPerMatchup=10, maxMoves=1000
Estimated: cpus=4,","MCTS error in game: Mastermind
java.lang.NullPointerException: Cannot invoke ""policies.Policy.computeDistribution(other.context.Context, main.collections.FastArrayList, boolean)"" because the return va"
planned_T1030_5800839,planned_T1030_5800839.out,planned_T1030_5800839.err,False,,"Running T1030 on lm4-w026 at Thu Feb 19 12:55:05 CET 2026
Game: Mig Mang
Variant: McBRAVE | Random | Implicit Minimax | Robust
Meta: moveTime=0.2, gamesPerMatchup=10, maxMoves=1000
Estimated: cpus=5, ",
planned_T1031_5800840,planned_T1031_5800840.out,planned_T1031_5800840.err,True,NullPointerException,"Running T1031 on lm4-w026 at Thu Feb 19 12:55:05 CET 2026
Game: Lifeline
Variant: UCB1 | NST | Qualitative | Proportional Exp
Meta: moveTime=0.2, gamesPerMatchup=10, maxMoves=1000
Estimated: cpus=5, m","MCTS error in game: Lifeline
java.lang.NullPointerException: Cannot invoke ""metadata.ai.heuristics.Heuristics.computeValue(other.context.Context, int, float)"" because ""heuristics"" is null
	at utils.AI"
planned_T1032_5800841,planned_T1032_5800841.out,planned_T1032_5800841.err,False,,"Running T1032 on lm4-w016 at Thu Feb 19 13:40:12 CET 2026
Game: Zurgaan Tal
Variant: McBRAVE | NST | Heuristic | Proportional Exp
Meta: moveTime=0.2, gamesPerMatchup=10, maxMoves=1000
Estimated: cpus=",
planned_T1033_5800842,planned_T1033_5800842.out,planned_T1033_5800842.err,True,NullPointerException,"Running T1033 on lm4-w022 at Thu Feb 19 13:40:12 CET 2026
Game: Fanorona
Variant: Implicit Minimax | Random | Qualitative | Robust
Meta: moveTime=0.2, gamesPerMatchup=10, maxMoves=1000
Estimated: cpus","MCTS error in game: Fanorona
java.lang.NullPointerException: Cannot invoke ""metadata.ai.heuristics.Heuristics.computeValue(other.context.Context, int, float)"" because ""heuristics"" is null
	at utils.AI"
planned_T1034_5800843,planned_T1034_5800843.out,planned_T1034_5800843.err,True,NullPointerException,"Running T1034 on lm4-w027 at Thu Feb 19 13:40:43 CET 2026
Game: Bis Gutiya
Variant: Noisy AG0 | MAST | MonteCarlo | MaxAvgScore
Meta: moveTime=0.2, gamesPerMatchup=10, maxMoves=1000
Estimated: cpus=4,","MCTS error in game: Bis Gutiya
java.lang.NullPointerException: Cannot invoke ""policies.Policy.computeDistribution(other.context.Context, main.collections.FastArrayList, boolean)"" because the return va"
planned_T1035_5800844,planned_T1035_5800844.out,planned_T1035_5800844.err,False,,"Running T1035 on lm4-w027 at Thu Feb 19 13:40:43 CET 2026
Game: Fanorona
Variant: Progressive Widening | MAST | Implicit Minimax | MaxAvgScore
Meta: moveTime=0.2, gamesPerMatchup=10, maxMoves=1000
Est",
planned_T1036_5800845,planned_T1036_5800845.out,planned_T1036_5800845.err,False,,"Running T1036 on lm4-w027 at Thu Feb 19 13:40:43 CET 2026
Game: Tsoro Yemutatu
Variant: Progressive Widening | Random | Heuristic | Robust
Meta: moveTime=0.2, gamesPerMatchup=10, maxMoves=1000
Estimat",
planned_T1037_5800846,planned_T1037_5800846.out,planned_T1037_5800846.err,False,,"Running T1037 on lm4-w039 at Thu Feb 19 13:40:43 CET 2026
Game: RootZone
Variant: Alpha-Beta | Random | AlphaGo | Robust
Meta: moveTime=0.2, gamesPerMatchup=10, maxMoves=1000
Estimated: cpus=4, mem=7G",
planned_T1038_5800847,planned_T1038_5800847.out,planned_T1038_5800847.err,True,NullPointerException,"Running T1038 on lm4-w002 at Thu Feb 19 13:40:43 CET 2026
Game: Alquerque de Tres
Variant: Noisy AG0 | MAST | AlphaGo | MaxAvgScore
Meta: moveTime=0.2, gamesPerMatchup=10, maxMoves=1000
Estimated: cpu","MCTS error in game: Alquerque de Tres
java.lang.NullPointerException: Cannot invoke ""policies.Policy.computeDistribution(other.context.Context, main.collections.FastArrayList, boolean)"" because the re"
planned_T1039_5800848,planned_T1039_5800848.out,planned_T1039_5800848.err,True,NullPointerException,"Running T1039 on lm4-w002 at Thu Feb 19 13:40:43 CET 2026
Game: O-Pat-Kono
Variant: Alpha-Beta | NST | Qualitative | Proportional Exp
Meta: moveTime=0.2, gamesPerMatchup=10, maxMoves=1000
Estimated: c","MCTS error in game: O-Pat-Kono
java.lang.NullPointerException: Cannot invoke ""metadata.ai.heuristics.Heuristics.computeValue(other.context.Context, int, float)"" because ""heuristics"" is null
	at utils."
planned_T103_5799912,planned_T103_5799912.out,planned_T103_5799912.err,True,Game exceeded time limit after 341 decisions,"Running T103 on lm4-w022 at Thu Feb 19 13:01:35 CET 2026
Game: Chu Seireigi
Variant: Alpha-Beta | Random | Heuristic | Robust
Meta: moveTime=0.2, gamesPerMatchup=10, maxMoves=1000
Estimated: cpus=4, m","Game exceeded time limit after 341 decisions
Game exceeded time limit after 335 decisions
Game exceeded time limit after 348 decisions
Game exceeded time limit after 318 decisions
Game exceeded time l"
planned_T1040_5800849,planned_T1040_5800849.out,planned_T1040_5800849.err,False,,"Running T1040 on lm4-w002 at Thu Feb 19 13:40:43 CET 2026
Game: Sat Gol
Variant: UCB1 tuned | Random | MonteCarlo | Robust
Meta: moveTime=0.2, gamesPerMatchup=10, maxMoves=1000
Estimated: cpus=4, mem=",
planned_T1041_5800850,planned_T1041_5800850.out,planned_T1041_5800850.err,True,NullPointerException,"Running T1041 on lm4-w008 at Thu Feb 19 13:40:43 CET 2026
Game: Hat Diviyan Keliya
Variant: ExIt | MAST | Heuristic | MaxAvgScore
Meta: moveTime=0.2, gamesPerMatchup=10, maxMoves=1000
Estimated: cpus=","MCTS error in game: Hat Diviyan Keliya
java.lang.NullPointerException: Cannot invoke ""policies.Policy.computeDistribution(other.context.Context, main.collections.FastArrayList, boolean)"" because the r"
planned_T1042_5800851,planned_T1042_5800851.out,planned_T1042_5800851.err,False,,"Running T1042 on lm4-w008 at Thu Feb 19 13:40:43 CET 2026
Game: Guerrilla Checkers
Variant: UCB1 GRAVE | NST | Heuristic | Proportional Exp
Meta: moveTime=0.2, gamesPerMatchup=10, maxMoves=1000
Estima",
planned_T1043_5800852,planned_T1043_5800852.out,planned_T1043_5800852.err,True,NullPointerException,"Running T1043 on lm4-w008 at Thu Feb 19 13:40:43 CET 2026
Game: Ijil Buga
Variant: UCB1 tuned | MAST | Qualitative | MaxAvgScore
Meta: moveTime=0.2, gamesPerMatchup=10, maxMoves=1000
Estimated: cpus=4","MCTS error in game: Ijil Buga
java.lang.NullPointerException: Cannot invoke ""metadata.ai.heuristics.Heuristics.computeValue(other.context.Context, int, float)"" because ""heuristics"" is null
	at utils.A"
planned_T1044_5800853,planned_T1044_5800853.out,planned_T1044_5800853.err,True,NullPointerException,"Running T1044 on lm4-w003 at Thu Feb 19 13:41:13 CET 2026
Game: Okwe (Nigeria)
Variant: Noisy AG0 | NST | MonteCarlo | Proportional Exp
Meta: moveTime=0.2, gamesPerMatchup=10, maxMoves=1000
Estimated:","MCTS error in game: Okwe (Nigeria)
java.lang.NullPointerException: Cannot invoke ""policies.Policy.computeDistribution(other.context.Context, main.collections.FastArrayList, boolean)"" because the retur"
planned_T1045_5800854,planned_T1045_5800854.out,planned_T1045_5800854.err,True,NullPointerException,"Running T1045 on lm4-w027 at Thu Feb 19 13:41:13 CET 2026
Game: Round Merels
Variant: Noisy AG0 | Random | Heuristic | Robust
Meta: moveTime=0.2, gamesPerMatchup=10, maxMoves=1000
Estimated: cpus=4, m","MCTS error in game: Round Merels
java.lang.NullPointerException: Cannot invoke ""policies.Policy.computeDistribution(other.context.Context, main.collections.FastArrayList, boolean)"" because the return "
planned_T1046_5800855,planned_T1046_5800855.out,planned_T1046_5800855.err,True,NullPointerException,"Running T1046 on lm4-w027 at Thu Feb 19 13:41:13 CET 2026
Game: Spava
Variant: Progressive Bias | NST | Score Bounded | Proportional Exp
Meta: moveTime=0.2, gamesPerMatchup=10, maxMoves=1000
Estimated","MCTS error in game: Spava
java.lang.NullPointerException: Cannot invoke ""metadata.ai.heuristics.Heuristics.computeValue(other.context.Context, int, float)"" because ""heuristics"" is null
	at utils.AIUti"
planned_T1047_5800856,planned_T1047_5800856.out,planned_T1047_5800856.err,False,,"Running T1047 on lm4-w026 at Thu Feb 19 12:55:05 CET 2026
Game: Tenjiku Shogi
Variant: McGRAVE | MAST | Score Bounded | MaxAvgScore
Meta: moveTime=0.2, gamesPerMatchup=10, maxMoves=1000
Estimated: cpu",
planned_T1048_5800857,planned_T1048_5800857.out,planned_T1048_5800857.err,True,Game exceeded time limit after 339 decisions,"Running T1048 on lm4-w035 at Thu Feb 19 13:41:13 CET 2026
Game: Chu Seireigi
Variant: Progressive Widening | MAST | AlphaGo | MaxAvgScore
Meta: moveTime=0.2, gamesPerMatchup=10, maxMoves=1000
Estimate","Game exceeded time limit after 339 decisions
Game exceeded time limit after 327 decisions
Game exceeded time limit after 355 decisions
Game exceeded time limit after 350 decisions
Game exceeded time l"
planned_T1049_5800858,planned_T1049_5800858.out,planned_T1049_5800858.err,False,,"Running T1049 on lm4-w002 at Thu Feb 19 12:55:35 CET 2026
Game: Castello
Variant: Progressive History | Random | Score Bounded | Robust
Meta: moveTime=0.2, gamesPerMatchup=10, maxMoves=1000
Estimated:",
planned_T104_5799913,planned_T104_5799913.out,planned_T104_5799913.err,False,,"Running T104 on lm4-w026 at Thu Feb 19 13:01:35 CET 2026
Game: Shatranj ar-Rumiya
Variant: UCB1 | NST | Score Bounded | Proportional Exp
Meta: moveTime=0.2, gamesPerMatchup=10, maxMoves=1000
Estimated",
planned_T1050_5800859,planned_T1050_5800859.out,planned_T1050_5800859.err,True,NullPointerException,"Running T1050 on lm4-w002 at Thu Feb 19 13:41:13 CET 2026
Game: Tic-Tac-Toe Misere
Variant: ExIt | NST | Implicit Minimax | Proportional Exp
Meta: moveTime=0.2, gamesPerMatchup=10, maxMoves=1000
Estim","MCTS error in game: Tic-Tac-Toe Misere
java.lang.NullPointerException: Cannot invoke ""policies.Policy.computeDistribution(other.context.Context, main.collections.FastArrayList, boolean)"" because the r"
planned_T1051_5800860,planned_T1051_5800860.out,planned_T1051_5800860.err,True,NullPointerException,"Running T1051 on lm4-w008 at Thu Feb 19 12:55:35 CET 2026
Game: Alea Evangelii
Variant: Noisy AG0 | MAST | Qualitative | MaxAvgScore
Meta: moveTime=0.2, gamesPerMatchup=10, maxMoves=1000
Estimated: cp","MCTS error in game: Alea Evangelii
java.lang.NullPointerException: Cannot invoke ""policies.Policy.computeDistribution(other.context.Context, main.collections.FastArrayList, boolean)"" because the retur"
planned_T1052_5800861,planned_T1052_5800861.out,planned_T1052_5800861.err,False,,"Running T1052 on lm4-w002 at Thu Feb 19 13:41:13 CET 2026
Game: Diagonals (2002)
Variant: UCB1 | Random | Implicit Minimax | Robust
Meta: moveTime=0.2, gamesPerMatchup=10, maxMoves=1000
Estimated: cpu",
planned_T1053_5800862,planned_T1053_5800862.out,planned_T1053_5800862.err,False,,"Running T1053 on lm4-w002 at Thu Feb 19 13:41:13 CET 2026
Game: Tara
Variant: McBRAVE | NST | AlphaGo | Proportional Exp
Meta: moveTime=0.2, gamesPerMatchup=10, maxMoves=1000
Estimated: cpus=4, mem=7G",
planned_T1054_5800863,planned_T1054_5800863.out,planned_T1054_5800863.err,False,,"Running T1054 on lm4-w008 at Thu Feb 19 13:41:13 CET 2026
Game: Let's Catch the Lion
Variant: UCB1 GRAVE | MAST | MonteCarlo | MaxAvgScore
Meta: moveTime=0.2, gamesPerMatchup=10, maxMoves=1000
Estimat",
planned_T1055_5800864,planned_T1055_5800864.out,planned_T1055_5800864.err,True,NullPointerException,"Running T1055 on lm4-w016 at Thu Feb 19 13:41:13 CET 2026
Game: Mangola
Variant: ExIt | Random | AlphaGo | Robust
Meta: moveTime=0.2, gamesPerMatchup=10, maxMoves=1000
Estimated: cpus=4, mem=7G, time=","MCTS error in game: Mangola
java.lang.NullPointerException: Cannot invoke ""policies.Policy.computeDistribution(other.context.Context, main.collections.FastArrayList, boolean)"" because the return value"
planned_T1056_5800865,planned_T1056_5800865.out,planned_T1056_5800865.err,False,,"Running T1056 on lm4-w016 at Thu Feb 19 13:41:13 CET 2026
Game: Uthi
Variant: UCB1 | NST | Score Bounded | Proportional Exp
Meta: moveTime=0.2, gamesPerMatchup=10, maxMoves=1000
Estimated: cpus=4, mem",
planned_T1057_5800866,planned_T1057_5800866.out,planned_T1057_5800866.err,True,NullPointerException,"Running T1057 on lm4-w025 at Thu Feb 19 13:41:43 CET 2026
Game: Shatranj (14x14)
Variant: McBRAVE | Random | Qualitative | Robust
Meta: moveTime=0.2, gamesPerMatchup=10, maxMoves=1000
Estimated: cpus=","MCTS error in game: Shatranj (14x14)
java.lang.NullPointerException: Cannot invoke ""metadata.ai.heuristics.Heuristics.computeValue(other.context.Context, int, float)"" because ""heuristics"" is null
	at "
planned_T1058_5800867,planned_T1058_5800867.out,planned_T1058_5800867.err,False,,"Running T1058 on lm4-w025 at Thu Feb 19 13:41:43 CET 2026
Game: Quiela
Variant: Implicit Minimax | MAST | Heuristic | MaxAvgScore
Meta: moveTime=0.2, gamesPerMatchup=10, maxMoves=1000
Estimated: cpus=",
planned_T1059_5800868,planned_T1059_5800868.out,planned_T1059_5800868.err,False,,"Running T1059 on lm4-w027 at Thu Feb 19 13:41:43 CET 2026
Game: Tablo
Variant: McGRAVE | NST | MonteCarlo | Proportional Exp
Meta: moveTime=0.2, gamesPerMatchup=10, maxMoves=1000
Estimated: cpus=4, me",
planned_T105_5799914,planned_T105_5799914.out,planned_T105_5799914.err,False,,"Running T105 on lm4-w026 at Thu Feb 19 13:01:35 CET 2026
Game: Workers and Soldiers
Variant: McBRAVE | MAST | AlphaGo | MaxAvgScore
Meta: moveTime=0.2, gamesPerMatchup=10, maxMoves=1000
Estimated: cpu",
planned_T1060_5800869,planned_T1060_5800869.out,planned_T1060_5800869.err,False,,"Running T1060 on lm4-w027 at Thu Feb 19 13:41:43 CET 2026
Game: Quick Chess
Variant: UCB1 | MAST | Implicit Minimax | MaxAvgScore
Meta: moveTime=0.2, gamesPerMatchup=10, maxMoves=1000
Estimated: cpus=",
planned_T1061_5800870,planned_T1061_5800870.out,planned_T1061_5800870.err,False,,"Running T1061 on lm4-w039 at Thu Feb 19 13:41:43 CET 2026
Game: Xanan Zirge
Variant: Progressive History | Random | MonteCarlo | Robust
Meta: moveTime=0.2, gamesPerMatchup=10, maxMoves=1000
Estimated:",
